ad_id,ad_tone
CR03392704343395270657,Promote
CR03392840614117638145,Promote
CR03392840614117638145,Promote
CR03393467060867563521,Promote
CR03393467060867563521,Promote
CR03393467060867563521,Promote
CR03393467060867563521,Promote
CR03393753414927122433,Promote
CR03394370928145072129,Promote
CR03396495390768365569,Promote
CR03397313427419430913,Promote
CR03397313427419430913,Promote
CR03397313427419430913,Promote
CR03397313427419430913,Promote
CR03397737564029845505,Contrast
CR03397737564029845505,Contrast
CR03397737564029845505,Contrast
CR03397737564029845505,Contrast
CR03398960220959932417,Promote
CR03398960220959932417,Promote
CR03398960220959932417,Promote
CR03398960220959932417,Promote
CR03401141926907346945,Promote
CR03402519614976950273,Promote
CR03404126551220944897,Promote
CR03407233221325225985,Contrast
CR03407233221325225985,Contrast
CR03407233221325225985,Contrast
CR03407233221325225985,Contrast
CR03408613933051805697,Promote
CR03410683488813187073,Promote
CR03410683488813187073,Promote
CR03410683488813187073,Promote
CR03410683488813187073,Promote
CR03413061732464066561,Promote
CR03417656591556542465,Promote
CR03419358017081049089,Promote
CR03421149190242172929,Promote
CR03423349862765166593,Contrast
CR03423349862765166593,Contrast
CR03423349862765166593,Contrast
CR03423349862765166593,Contrast
CR03424685219637100545,Contrast
CR03424685219637100545,Contrast
CR03424685219637100545,Contrast
CR03424685219637100545,Contrast
CR03425081593578913793,Promote
CR03426161313997389825,Promote
CR03426324866352021505,Contrast
CR03426324866352021505,Contrast
CR03426324866352021505,Contrast
CR03426324866352021505,Contrast
CR03427063738165886977,Contrast
CR03427063738165886977,Contrast
CR03427063738165886977,Contrast
CR03427063738165886977,Contrast
CR03428360337252941825,Attack
CR03429048631531929601,Contrast
CR03429048631531929601,Contrast
CR03429048631531929601,Contrast
CR03429048631531929601,Contrast
CR03432637437484990465,Promote
CR03433880710258098177,Promote
CR03434292202484793345,Contrast
CR03434292202484793345,Contrast
CR03434292202484793345,Contrast
CR03434292202484793345,Contrast
CR03434316116862697473,Promote
CR03434522000414998529,Promote
CR03436391994815938561,Promote
CR03437401621368143873,Promote
CR03437658632211136513,Promote
CR03437795246530887681,Promote
CR03445016564024213505,Promote
CR03449735942808535041,Promote
CR03452110887924531201,Promote
CR03453485277459251201,Promote
CR03456717841644912641,Promote
CR03460192848144498689,Promote
CR03462032331097767937,Promote
CR03467566722876178433,Contrast
CR03467566722876178433,Contrast
CR03467566722876178433,Contrast
CR03467566722876178433,Contrast
CR03467714057434300417,Promote
CR03470944422596706305,Promote
CR03479775699991003137,Contrast
CR03479775699991003137,Contrast
CR03479775699991003137,Contrast
CR03479775699991003137,Contrast
CR03481287253601288193,Promote
CR03481287253601288193,Promote
CR03481287253601288193,Promote
CR03481287253601288193,Promote
CR03481728432641933313,Promote
CR03485183098176405505,Contrast
CR03485183098176405505,Contrast
CR03485183098176405505,Contrast
CR03485183098176405505,Contrast
CR03486490967257645057,Promote
CR03490985221036179457,Promote
CR03491380839063748609,Promote
CR03492183688710455297,Promote
CR03493735099617247233,Promote
CR03494017674105585665,Promote
CR03494017674105585665,Promote
CR03494017674105585665,Promote
CR03494017674105585665,Promote
CR03494081170902089729,Contrast
CR03495708448111198209,Promote
CR03497586688849346561,Promote
CR03500436622988541953,Promote
CR03500436622988541953,Promote
CR03500436622988541953,Promote
CR03500436622988541953,Promote
CR03501465765872140289,Promote
CR03505546878156537857,Promote
CR03505747057992269825,Promote
CR03507036991290081281,Promote
CR03508308026731790337,Promote
CR03508726940661972993,Promote
CR03508726940661972993,Promote
CR03508726940661972993,Promote
CR03508726940661972993,Promote
CR03509300335975858177,Promote
CR03514864414568218625,Promote
CR03515021644730990593,Promote
CR03517233862126075905,Promote
CR03518015340015517697,Contrast
CR03518162468415209473,Promote
CR03519030464125861889,Promote
CR03519840804195532801,Promote
CR03521303154660474881,Promote
CR03523564850078810113,Promote
CR03524731775513264129,Promote
CR03524802900171685889,Promote
CR03525880421566906369,Promote
CR03526402414712193025,Contrast
CR03526890529155448833,Promote
CR03527721347629187073,Contrast
CR03530440096287293441,Promote
CR03530440096287293441,Promote
CR03530440096287293441,Promote
CR03530440096287293441,Promote
CR03534027802728726529,Promote
CR03534492896147275777,Promote
CR03534932700798386177,Promote
CR03537530846774820865,Promote
CR03538894241193263105,Attack
CR03540251863175659521,Promote
CR03540251863175659521,Promote
CR03540251863175659521,Promote
CR03540251863175659521,Promote
CR03541330758960414721,Contrast
CR03542123506844041217,Promote
CR03544585313378631681,Contrast
CR03545259314006458369,Promote
CR03546105937959845889,Promote
CR03547030627238805505,Promote
CR03551402285470842881,Promote
CR03552817975411081217,Promote
CR03553962292137689089,Promote
CR03553962292137689089,Promote
CR03553962292137689089,Promote
CR03553962292137689089,Promote
CR03554241018335330305,Promote
CR03554873993435545601,Promote
CR03561019713678999553,Contrast
CR03561019713678999553,Contrast
CR03561019713678999553,Contrast
CR03561019713678999553,Contrast
CR03567483742538694657,Attack
CR03568313873817665537,Promote
CR03571269361073127425,Contrast
CR03571269361073127425,Contrast
CR03571269361073127425,Contrast
CR03571269361073127425,Contrast
CR03575247119264514049,Contrast
CR03575247119264514049,Contrast
CR03575247119264514049,Contrast
CR03575247119264514049,Contrast
CR03585426672792371201,Promote
CR03586519312472473601,Contrast
CR03586519312472473601,Contrast
CR03586519312472473601,Contrast
CR03586519312472473601,Contrast
CR03587106726559612929,Promote
CR03587694965280473089,Promote
CR03588272208885055489,Promote
CR03590015759448801281,Contrast
CR03590015759448801281,Contrast
CR03590015759448801281,Contrast
CR03590015759448801281,Contrast
CR03590028953588334593,Promote
CR03603177188511186945,Contrast
CR03603177188511186945,Contrast
CR03603177188511186945,Contrast
CR03603177188511186945,Contrast
CR03605368515185344513,Promote
CR03605913323196907521,Promote
CR03610855078207946753,Promote
CR03610855078207946753,Promote
CR03610855078207946753,Promote
CR03610855078207946753,Promote
CR03611645352190410753,Promote
CR03612692911893774337,Promote
CR03613808366440153089,Attack
CR03613846849347125249,Attack
CR03616549174050291713,Promote
CR03617452147974602753,Promote
CR03619637977090621441,Promote
CR03622482138793771009,Promote
CR03623498087537836033,Promote
CR03623498087537836033,Promote
CR03623498087537836033,Promote
CR03623498087537836033,Promote
CR03624096496741253121,Promote
CR03624308702485413889,Contrast
CR03624308702485413889,Contrast
CR03624308702485413889,Contrast
CR03624308702485413889,Contrast
CR03628036871537295361,Promote
CR03628298830182612993,Promote
CR03629566360931008513,Contrast
CR03629566360931008513,Contrast
CR03629566360931008513,Contrast
CR03629566360931008513,Contrast
CR03632076752135651329,Promote
CR03633575386484310017,Contrast
CR03633812880995909633,Contrast
CR03633812880995909633,Contrast
CR03633812880995909633,Contrast
CR03633812880995909633,Contrast
CR03639243094047588353,Attack
CR03639243094047588353,Attack
CR03639243094047588353,Attack
CR03639243094047588353,Attack
CR03643274728308736001,Promote
CR03643274728308736001,Promote
CR03643274728308736001,Promote
CR03643274728308736001,Promote
CR03645611465395666945,Promote
CR03645961384971206657,Contrast
CR03645961384971206657,Contrast
CR03645961384971206657,Contrast
CR03645961384971206657,Contrast
CR03647076014883864577,Contrast
CR03651720351999590401,Promote
CR03653752455646150657,Promote
CR03660168999347421185,Contrast
CR03663934002038833153,Promote
CR03663988977620221953,Promote
CR03663988977620221953,Promote
CR03663988977620221953,Promote
CR03663988977620221953,Promote
CR03665481839532834817,Promote
CR03666189925021122561,Contrast
CR03666189925021122561,Contrast
CR03666189925021122561,Contrast
CR03666189925021122561,Contrast
CR03666253971573440513,Promote
CR03666686904276877313,Contrast
CR03666686904276877313,Contrast
CR03666686904276877313,Contrast
CR03666686904276877313,Contrast
CR03668076961852293121,Promote
CR03671392814043758593,Promote
CR03671692156084420609,Promote
CR03675550342386286593,Contrast
CR03678187795903414273,Promote
CR03679097366897491969,Promote
CR03682294746711064577,Promote
CR03682308765484318721,Promote
CR03683078698501668865,Contrast
CR03683078698501668865,Contrast
CR03683078698501668865,Contrast
CR03683078698501668865,Contrast
CR03684397012943372289,Promote
CR03685516315780448257,Contrast
CR03685850567315292161,Contrast
CR03685850567315292161,Contrast
CR03685850567315292161,Contrast
CR03685850567315292161,Contrast
CR03686493781617541121,Contrast
CR03688558389576597505,Promote
CR03689519637617180673,Promote
CR03690019915407818753,Promote
CR03690544932210081793,Promote
CR03691743949640171521,Promote
CR03695024892337455105,Promote
CR03699301923850027009,Promote
CR03699301923850027009,Promote
CR03699301923850027009,Promote
CR03699301923850027009,Promote
CR03700454280755412993,Contrast
CR03701026026801856513,Promote
CR03701696728894799873,Promote
CR03701976829481975809,Attack
CR03701976829481975809,Attack
CR03701976829481975809,Attack
CR03701976829481975809,Attack
CR03702598328429576193,Promote
CR03702904061381574657,Promote
CR03704914724551393281,Contrast
CR03704914724551393281,Contrast
CR03704914724551393281,Contrast
CR03704914724551393281,Contrast
CR03705558213731549185,Promote
CR03705558213731549185,Promote
CR03705558213731549185,Promote
CR03705558213731549185,Promote
CR03706486201545392129,Promote
CR03707741500226928641,Promote
CR03708763839882330113,Promote
CR03709510958033403905,Promote
CR03709510958033403905,Promote
CR03712934287486484481,Promote
CR03713899315098288129,Promote
CR03714973400519671809,Promote
CR03717409849567346689,Contrast
CR03717409849567346689,Contrast
CR03717409849567346689,Contrast
CR03717409849567346689,Contrast
CR03718315847148634113,Promote
CR03718355154689327105,Promote
CR03720268579799564289,Promote
CR03720807340497174529,Promote
CR03721608540876439553,Contrast
CR03726784285705764865,Contrast
CR03726784285705764865,Contrast
CR03726784285705764865,Contrast
CR03726784285705764865,Contrast
CR03729480837972885505,Contrast
CR03729480837972885505,Contrast
CR03729480837972885505,Contrast
CR03729480837972885505,Contrast
CR03734923901566713857,Promote
CR03734923901566713857,Promote
CR03734923901566713857,Promote
CR03734923901566713857,Promote
CR03735135969871921153,Promote
CR03735135969871921153,Promote
CR03735135969871921153,Promote
CR03735135969871921153,Promote
CR03735390163216367617,Contrast
CR03735390163216367617,Contrast
CR03735390163216367617,Contrast
CR03735390163216367617,Contrast
CR03736227991076732929,Contrast
CR03736227991076732929,Contrast
CR03736227991076732929,Contrast
CR03736227991076732929,Contrast
CR03737148007431274497,Contrast
CR03740793163355258881,Contrast
CR03740793163355258881,Contrast
CR03740793163355258881,Contrast
CR03740793163355258881,Contrast
CR03741307734797058049,Promote
CR03743609012633993217,Promote
CR03743903406872330241,Contrast
CR03748108214214852609,Promote
CR03748419376005513217,Promote
CR03748964733772890113,Contrast
CR03752013404638806017,Contrast
CR03752013404638806017,Contrast
CR03752013404638806017,Contrast
CR03752013404638806017,Contrast
CR03753725619121160193,Contrast
CR03753725619121160193,Contrast
CR03753725619121160193,Contrast
CR03753725619121160193,Contrast
CR03754023311894380545,Promote
CR03755697043469762561,Promote
CR03755866368260440065,Promote
CR03758611848794996737,Attack
CR03758611848794996737,Attack
CR03758611848794996737,Attack
CR03758611848794996737,Attack
CR03759013720294948865,Contrast
CR03759013720294948865,Contrast
CR03759013720294948865,Contrast
CR03759013720294948865,Contrast
CR03760819668143570945,Contrast
CR03763074766492139521,Promote
CR03763558345449930753,Promote
CR03767566271491604481,Promote
CR03767713606049726465,Promote
CR03769197946747224065,Promote
CR03770925004636553217,Promote
CR03771593782584147969,Contrast
CR03771593782584147969,Contrast
CR03771593782584147969,Contrast
CR03771593782584147969,Contrast
CR03772103681101529089,Promote
CR03773884065304805377,Contrast
CR03773884065304805377,Contrast
CR03773884065304805377,Contrast
CR03773884065304805377,Contrast
CR03774253501211738113,Promote
CR03775081158589546497,Promote
CR03776553679537045505,Attack
CR03778839289333284865,Contrast
CR03778839289333284865,Contrast
CR03778839289333284865,Contrast
CR03778839289333284865,Contrast
CR03786566931931201537,Contrast
CR03786566931931201537,Contrast
CR03786566931931201537,Contrast
CR03786566931931201537,Contrast
CR03786962549958770689,Contrast
CR03789171674977402881,Promote
CR03791076029116710913,Contrast
CR03793892977907073025,Promote
CR03794455927860494337,Promote
CR03801133811731791873,Promote
CR03801133811731791873,Promote
CR03801133811731791873,Promote
CR03801133811731791873,Promote
CR03803001332231569409,Promote
CR03805487877777784833,Promote
CR03805487877777784833,Promote
CR03805487877777784833,Promote
CR03805487877777784833,Promote
CR03806749567370657793,Promote
CR03809352111393603585,Contrast
CR03810953000323645441,Promote
CR03812980499765264385,Contrast
CR03814025035811651585,Contrast
CR03814025035811651585,Contrast
CR03814025035811651585,Contrast
CR03814025035811651585,Contrast
CR03815841429020737537,Promote
CR03817185032229879809,Contrast
CR03817185032229879809,Contrast
CR03817185032229879809,Contrast
CR03817185032229879809,Contrast
CR03819910446677229569,Promote
CR03821378019822403585,Promote
CR03821378019822403585,Promote
CR03821378019822403585,Promote
CR03821378019822403585,Promote
CR03822307656903688193,Promote
CR03824918997019656193,Promote
CR03828974820536614913,Contrast
CR03828974820536614913,Contrast
CR03828974820536614913,Contrast
CR03828974820536614913,Contrast
CR03829103738274971649,Promote
CR03830072889055379457,Promote
CR03831848119297900545,Promote
CR03831848119297900545,Promote
CR03831848119297900545,Promote
CR03831848119297900545,Promote
CR03834044187615952897,Promote
CR03837032041744957441,Contrast
CR03837032041744957441,Contrast
CR03837032041744957441,Contrast
CR03837032041744957441,Contrast
CR03838495216843620353,Promote
CR03839242334994694145,Promote
CR03839242334994694145,Promote
CR03839242334994694145,Promote
CR03839242334994694145,Promote
CR03839723646209753089,Promote
CR03841035982056980481,Contrast
CR03842947689180299265,Promote
CR03844142858319691777,Promote
CR03844375954784780289,Promote
CR03846369094488031233,Promote
CR03852835528529412097,Promote
CR03853228122900004865,Promote
CR03859742729294577665,Promote
CR03861495350829252609,Contrast
CR03861495350829252609,Contrast
CR03861495350829252609,Contrast
CR03861495350829252609,Contrast
CR03861751537038524417,Promote
CR03862338401369849857,Contrast
CR03862338401369849857,Contrast
CR03862338401369849857,Contrast
CR03862338401369849857,Contrast
CR03862884034015133697,Promote
CR03862897228154667009,Promote
CR03864570478693711873,Promote
CR03870312334572388353,Promote
CR03870312334572388353,Promote
CR03870312334572388353,Promote
CR03870312334572388353,Promote
CR03872415700316323841,Contrast
CR03872477272967479297,Contrast
CR03872477272967479297,Contrast
CR03872477272967479297,Contrast
CR03872477272967479297,Contrast
CR03873368976897605633,Promote
CR03875061125292752897,Promote
CR03875069921385775105,Promote
CR03877594949838962689,Promote
CR03878009465722634241,Promote
CR03878013039135424513,Promote
CR03880290402594455553,Contrast
CR03883231596198756353,Contrast
CR03883231596198756353,Contrast
CR03883231596198756353,Contrast
CR03883231596198756353,Contrast
CR03883650510128939009,Contrast
CR03883650510128939009,Contrast
CR03883650510128939009,Contrast
CR03883650510128939009,Contrast
CR03885588674250801153,Promote
CR03886435573082095617,Contrast
CR03887565596157542401,Promote
CR03888071646384226305,Promote
CR03890723668430422017,Promote
CR03890938897831559169,Promote
CR03894136277645131777,Promote
CR03896150582947217409,Contrast
CR03896207757551861761,Promote
CR03896330902854172673,Contrast
CR03896330902854172673,Contrast
CR03896330902854172673,Contrast
CR03896330902854172673,Contrast
CR03898288308429520897,Promote
CR03898952963208511489,Promote
CR03898952963208511489,Promote
CR03898952963208511489,Promote
CR03898952963208511489,Promote
CR03901015097266405377,Contrast
CR03902325440248807425,Contrast
CR03902325440248807425,Contrast
CR03902325440248807425,Contrast
CR03902325440248807425,Contrast
CR03902851831440605185,Promote
CR03902908456289435649,Promote
CR03904510444731105281,Contrast
CR03904510444731105281,Contrast
CR03904510444731105281,Contrast
CR03904510444731105281,Contrast
CR03904545629103194113,Promote
CR03905106380033359873,Promote
CR03905106380033359873,Promote
CR03905106380033359873,Promote
CR03905106380033359873,Promote
CR03907935423451627521,Contrast
CR03912071786195320833,Promote
CR03914716111660122113,Promote
CR03915792602263191553,Promote
CR03917226021828427777,Promote
CR03917714204991160321,Contrast
CR03917714204991160321,Contrast
CR03917714204991160321,Contrast
CR03917714204991160321,Contrast
CR03920279640496668673,Contrast
CR03920279640496668673,Contrast
CR03920279640496668673,Contrast
CR03920279640496668673,Contrast
CR03926323655914553345,Promote
CR03929560068390912001,Promote
CR03929560068390912001,Promote
CR03929560068390912001,Promote
CR03929560068390912001,Promote
CR03931532042495328257,Contrast
CR03932224528662396929,Promote
CR03933862457390399489,Contrast
CR03933862457390399489,Contrast
CR03933862457390399489,Contrast
CR03933862457390399489,Contrast
CR03935599136006471681,Promote
CR03936737130541219841,Contrast
CR03936737130541219841,Contrast
CR03936737130541219841,Contrast
CR03936737130541219841,Contrast
CR03937010908936536065,Contrast
CR03937010908936536065,Contrast
CR03937010908936536065,Contrast
CR03937010908936536065,Contrast
CR03939977391308275713,Contrast
CR03939977391308275713,Contrast
CR03939977391308275713,Contrast
CR03939977391308275713,Contrast
CR03948045401474465793,Promote
CR03948269908004962305,Promote
CR03948269908004962305,Promote
CR03948269908004962305,Promote
CR03948269908004962305,Promote
CR03951675164235661313,Promote
CR03958515157352579073,Promote
CR03960073715084951553,Promote
CR03960731772794175489,Contrast
CR03960939580491825153,Promote
CR03960939580491825153,Promote
CR03960939580491825153,Promote
CR03960939580491825153,Promote
CR03961329151205441537,Promote
CR03962263392491667457,Contrast
CR03962263392491667457,Contrast
CR03962263392491667457,Contrast
CR03962263392491667457,Contrast
CR03962838162195087361,Promote
CR03969606755775676417,Contrast
CR03969606755775676417,Contrast
CR03969606755775676417,Contrast
CR03969606755775676417,Contrast
CR03970516326769754113,Promote
CR03971718092978913281,Promote
CR03971764272467279873,Contrast
CR03971764272467279873,Contrast
CR03971764272467279873,Contrast
CR03971764272467279873,Contrast
CR03975411352536612865,Promote
CR03979526824559378433,Promote
CR03980505115030192129,Promote
CR03980505115030192129,Promote
CR03980505115030192129,Promote
CR03980505115030192129,Promote
CR03981732170006790145,Contrast
CR03981732170006790145,Contrast
CR03981732170006790145,Contrast
CR03981732170006790145,Contrast
CR03982000725721874433,Promote
CR03983051583960121345,Promote
CR03983183525355454465,Contrast
CR03983262965070561281,Promote
CR03985302559140085761,Promote
CR03987401251959603201,Promote
CR03991407872331218945,Promote
CR03991805070906753025,Promote
CR03992055759557885953,Promote
CR03993161868255428609,Contrast
CR03997559571169148929,Contrast
CR03999227873905868801,Promote
CR04000192145603428353,Contrast
CR04000804573580099585,Promote
CR04002933228091473921,Promote
CR04005418124370247681,Contrast
CR04005418124370247681,Contrast
CR04005418124370247681,Contrast
CR04005418124370247681,Contrast
CR04007122092515393537,Promote
CR04007361511172341761,Promote
CR04013452255834406913,Promote
CR04013556434561138689,Contrast
CR04022878712616714241,Promote
CR04031212735877349377,Promote
CR04033378430186684417,Promote
CR04034067549099393025,Contrast
CR04034067549099393025,Contrast
CR04034067549099393025,Contrast
CR04034067549099393025,Contrast
CR04036892469349056513,Contrast
CR04036892469349056513,Contrast
CR04036892469349056513,Contrast
CR04036892469349056513,Contrast
CR04039317717122023425,Promote
CR04039317717122023425,Promote
CR04039317717122023425,Promote
CR04039317717122023425,Promote
CR04041347690464804865,Promote
CR04041925208947294209,Promote
CR04042636592970465281,Promote
CR04042737473162313729,Contrast
CR04042737473162313729,Contrast
CR04042737473162313729,Contrast
CR04042737473162313729,Contrast
CR04043226480958767105,Contrast
CR04045575243954126849,Promote
CR04048750977132527617,Promote
CR04049978032109125633,Contrast
CR04050363685812568065,Promote
CR04051507246624931841,Promote
CR04053214994341298177,Promote
CR04053865355469127681,Contrast
CR04053865355469127681,Contrast
CR04053865355469127681,Contrast
CR04053865355469127681,Contrast
CR04055521769736372225,Promote
CR04058602601317400577,Contrast
CR04058824702666211329,Promote
CR04061607566596112385,Promote
CR04061607566596112385,Promote
CR04061607566596112385,Promote
CR04061607566596112385,Promote
CR04064234299874869249,Promote
CR04064234299874869249,Promote
CR04064234299874869249,Promote
CR04064234299874869249,Promote
CR04066123260851388417,Promote
CR04067433878711697409,Promote
CR04068279403153457153,Promote
CR04077499907663986689,Promote
CR04078212391198785537,Promote
CR04078844610384756737,Promote
CR04079354783780044801,Contrast
CR04079354783780044801,Contrast
CR04079354783780044801,Contrast
CR04079354783780044801,Contrast
CR04079546648559091713,Promote
CR04079546648559091713,Promote
CR04079546648559091713,Promote
CR04079546648559091713,Promote
CR04079978206872993793,Contrast
CR04079978206872993793,Contrast
CR04079978206872993793,Contrast
CR04079978206872993793,Contrast
CR04080115645826465793,Contrast
CR04080115645826465793,Contrast
CR04080115645826465793,Contrast
CR04080115645826465793,Contrast
CR04085548057901400065,Promote
CR04087484023000006657,Promote
CR04090330108848504833,Contrast
CR04090330108848504833,Contrast
CR04090330108848504833,Contrast
CR04090330108848504833,Contrast
CR04093029135016787969,Promote
CR04093695713941127169,Contrast
CR04093695713941127169,Contrast
CR04093695713941127169,Contrast
CR04093695713941127169,Contrast
CR04098948905620733953,Promote
CR04101612953575358465,Promote
CR04104171310974763009,Promote
CR04106150500624236545,Promote
CR04106465441986117633,Contrast
CR04106465441986117633,Contrast
CR04106465441986117633,Contrast
CR04106465441986117633,Contrast
CR04110185089822883841,Promote
CR04110441276032155649,Promote
CR04113297807241117697,Promote
CR04113298906752745473,Promote
CR04113298906752745473,Promote
CR04113298906752745473,Promote
CR04113298906752745473,Promote
CR04114086157078233089,Promote
CR04114488578333999105,Contrast
CR04114488578333999105,Contrast
CR04114488578333999105,Contrast
CR04114488578333999105,Contrast
CR04114649107031654401,Promote
CR04115335202287386625,Contrast
CR04115335202287386625,Contrast
CR04115335202287386625,Contrast
CR04115335202287386625,Contrast
CR04116986668752306177,Contrast
CR04116986668752306177,Contrast
CR04116986668752306177,Contrast
CR04116986668752306177,Contrast
CR04118854739007897601,Promote
CR04119360239478767617,Contrast
CR04120873167478587393,Contrast
CR04120873167478587393,Contrast
CR04120873167478587393,Contrast
CR04120873167478587393,Contrast
CR04122781095030685697,Promote
CR04123626344594538497,Promote
CR04123626344594538497,Promote
CR04123626344594538497,Promote
CR04123626344594538497,Promote
CR04129762993867063297,Promote
CR04131119791215738881,Contrast
CR04131119791215738881,Contrast
CR04131119791215738881,Contrast
CR04131119791215738881,Contrast
CR04131815507198214145,Promote
CR04133562906052657153,Contrast
CR04133562906052657153,Contrast
CR04133562906052657153,Contrast
CR04133562906052657153,Contrast
CR04135367204633837569,Contrast
CR04136475512354635777,Promote
CR04137004377447596033,Promote
CR04137357114521681921,Promote
CR04139277067982209025,Contrast
CR04139277067982209025,Contrast
CR04139277067982209025,Contrast
CR04139277067982209025,Contrast
CR04140282571365810177,Promote
CR04140893075197132801,Promote
CR04141190218214539265,Promote
CR04142304848127197185,Promote
CR04143987375795601409,Contrast
CR04143987375795601409,Contrast
CR04143987375795601409,Contrast
CR04143987375795601409,Contrast
CR04145657533958193153,Contrast
CR04146588545429012481,Promote
CR04146588545429012481,Promote
CR04146588545429012481,Promote
CR04146588545429012481,Promote
CR04147538523475410945,Contrast
CR04150399727608791041,Promote
CR04153303537817747457,Promote
CR04157456118357950465,Promote
CR04157456118357950465,Promote
CR04157456118357950465,Promote
CR04157456118357950465,Promote
CR04157952272979984385,Promote
CR04158204061142745089,Promote
CR04159823641770459137,Contrast
CR04159823641770459137,Contrast
CR04159823641770459137,Contrast
CR04159823641770459137,Contrast
CR04162248064909705217,Promote
CR04162906672374743041,Contrast
CR04162906672374743041,Contrast
CR04162906672374743041,Contrast
CR04162906672374743041,Contrast
CR04163872043583930369,Promote
CR04164690629990809601,Promote
CR04164690629990809601,Promote
CR04164690629990809601,Promote
CR04164690629990809601,Promote
CR04165065013700067329,Promote
CR04166295367211548673,Promote
CR04167369590071885825,Promote
CR04167386082746302465,Contrast
CR04167386082746302465,Contrast
CR04167386082746302465,Contrast
CR04167386082746302465,Contrast
CR04178609347686825985,Promote
CR04180236075140120577,Promote
CR04182784468215398401,Promote
CR04185278160587194369,Contrast
CR04185278160587194369,Contrast
CR04185278160587194369,Contrast
CR04185278160587194369,Contrast
CR04188990730317856769,Promote
CR04193120702150213633,Promote
CR04196048151859167233,Promote
CR04200853017672548353,Promote
CR04204611973050007553,Promote
CR04206190871747493889,Promote
CR04207437511774961665,Promote
CR04212008662647963649,Promote
CR04213453489646338049,Promote
CR04214822312903442433,Promote
CR04220540872879505409,Promote
CR04220540872879505409,Promote
CR04220540872879505409,Promote
CR04220540872879505409,Promote
CR04221681616193323009,Contrast
CR04223303945600106497,Promote
CR04223536767187288065,Promote
CR04224675036599943169,Promote
CR04225692084855635969,Promote
CR04227048882204311553,Contrast
CR04227048882204311553,Contrast
CR04227048882204311553,Contrast
CR04227048882204311553,Contrast
CR04228175881622781953,Promote
CR04228333111785553921,Promote
CR04232286955599036417,Promote
CR04236598965325266945,Promote
CR04236598965325266945,Promote
CR04236598965325266945,Promote
CR04236598965325266945,Promote
CR04237631131865841665,Promote
CR04237631131865841665,Promote
CR04237631131865841665,Promote
CR04237631131865841665,Promote
CR04237918379278598145,Promote
CR04238015411179749377,Contrast
CR04238015411179749377,Contrast
CR04238015411179749377,Contrast
CR04238015411179749377,Contrast
CR04238547299929686017,Promote
CR04242128684179259393,Contrast
CR04242128684179259393,Contrast
CR04242128684179259393,Contrast
CR04242128684179259393,Contrast
CR04243047875900080129,Promote
CR04245210340394008577,Attack
CR04245210340394008577,Attack
CR04245210340394008577,Attack
CR04245210340394008577,Attack
CR04245654336933199873,Promote
CR04245654336933199873,Promote
CR04245654336933199873,Promote
CR04245654336933199873,Promote
CR04248031755950358529,Promote
CR04249854677509734401,Contrast
CR04249854677509734401,Contrast
CR04249854677509734401,Contrast
CR04249854677509734401,Contrast
CR04250831043835199489,Contrast
CR04250831043835199489,Contrast
CR04250831043835199489,Contrast
CR04250831043835199489,Contrast
CR04251639459759521793,Promote
CR04254648548206837761,Promote
CR04256401994375233537,Promote
CR04257604035462299649,Promote
CR04258695025874960385,Promote
CR04260140883665485825,Contrast
CR04260140883665485825,Contrast
CR04260140883665485825,Contrast
CR04260140883665485825,Contrast
CR04260851168177029121,Contrast
CR04262746794942791681,Promote
CR04263616165042978817,Promote
CR04263616165042978817,Promote
CR04263616165042978817,Promote
CR04263616165042978817,Promote
CR04265030411874205697,Promote
CR04268055168362217473,Promote
CR04268119764670349313,Promote
CR04270456501757280257,Promote
CR04270508178803785729,Promote
CR04270508178803785729,Promote
CR04270508178803785729,Promote
CR04270508178803785729,Promote
CR04271177781385101313,Promote
CR04272110167245455361,Contrast
CR04273604128669696001,Promote
CR04275646196640382977,Promote
CR04277830651366866945,Promote
CR04279316366453899265,Promote
CR04279316366453899265,Promote
CR04279316366453899265,Promote
CR04279316366453899265,Promote
CR04279471122715508737,Promote
CR04281262502035062785,Contrast
CR04283491761860378625,Contrast
CR04286324035094052865,Promote
CR04287262536987836417,Promote
CR04288058583406346241,Contrast
CR04288328788388872193,Contrast
CR04295273303829905409,Contrast
CR04295273303829905409,Contrast
CR04295273303829905409,Contrast
CR04295273303829905409,Contrast
CR04295769458451939329,Promote
CR04296285129405366273,Promote
CR04299099879172472833,Promote
CR04299663378881708033,Attack
CR04303726624102154241,Promote
CR04304385300286668801,Promote
CR04305180522071457793,Promote
CR04309722261008416769,Attack
CR04309722261008416769,Attack
CR04309722261008416769,Attack
CR04309722261008416769,Attack
CR04310244254153703425,Promote
CR04313683526525386753,Promote
CR04315808057868156929,Contrast
CR04315808057868156929,Contrast
CR04315808057868156929,Contrast
CR04315808057868156929,Contrast
CR04317313839042396161,Promote
CR04317313839042396161,Promote
CR04317313839042396161,Promote
CR04317313839042396161,Promote
CR04317874040216748033,Promote
CR04319484549873532929,Attack
CR04322477695402246145,Promote
CR04323433995640504321,Promote
CR04324186061593903105,Promote
CR04325437580704219137,Promote
CR04327412303587704833,Contrast
CR04327412303587704833,Contrast
CR04327412303587704833,Contrast
CR04327412303587704833,Contrast
CR04327890591145787393,Promote
CR04328019783762051073,Promote
CR04328019783762051073,Promote
CR04328019783762051073,Promote
CR04328019783762051073,Promote
CR04329062670540996609,Contrast
